客户名称,项目名称,项目内容相关信息,项目所在城市,项目发布时间,中标公司,价格
昆明学院,昆明学院智能制造工程创新实践平台项目（三次）中标结果公告,：智能制造可适应规划仿真平台、数字孪生三坐标检测单元、数字孪生滚齿机等,昆明,2023-2-10,天津市天森智能设备有限公司,2575400
昆明冶金高等专科学校,昆明冶金高等专科学校“双高计划”智能制造虚拟数字化标杆实训室建设采购项目中标结果公告,名称：工业互联网管理平台、 数字孪生工厂平台 品牌：详见公告附件 规,昆明,2022-7-20,北京雍鼎智能科技有限公司,995000
兰溪市水务局,关于兰江流域数字孪生应用项目的成交结果公告,,金华,2022-9-9,中国电建集团华东勘测设计研究院有限公司,17026715
兰州大学,兰州大学管理学院公共安全数字孪生元宇宙科研平台设备采购项目中标公告,,甘肃,2022-12-16,丝绸之路信息港股份有限公司,4470000
兰州理工大学,兰州理工大学有色冶金过程数字孪生与智能控制学科平台--智能感知子平台项目中标公告,,兰州,2023-1-6,西安鑫协信息科技有限公司,2650000
兰州理工大学,兰州理工大学有色冶金过程数字孪生与智能控制学科平台--有色冶金机器人智能操作子平台项目中标公告,,兰州,2023-1-3,合肥中科深谷科技发展有限公司,2839800
兰州石化职业技术大学,兰州石化职业技术大学化工智能制造工程技术实训基地建设项目公开招标公告,工艺流程的动态建模与稳态建模。数字孪生工厂支撑平台的仿真服务器模块、场,兰州,2023-3-29,,0
丽水市大数据发展管理局,关于丽水市数字孪生应用规划项目的中标(成交)结果公告[浙江大兴建设项目管理咨询有限公司],,丽水,2022-9-30,丽水学院,745000
连云港市石梁河水库管理处,数字孪生石梁河水库,,连云港,2022-12-12,北京金水信息技术发展有限公司,1570000
联通数字科技有限公司天津市分公司,北信5G数字孪生工厂项目评审结果公示,,天津,2023-6-9,天津优维科技有限公司,0
联通数字科技有限公司天津市分公司,XX5G数字孪生工厂项目单一来源采购需求公示,安能5G双千兆智能工厂项目，需求包含ERP系统、MES系统、AGV调度系统、智能仓储管理系统、AOI系统、碳排放管理系统、能耗管理系统、数字孪生、工业PON等等,天津,2023-5-28,天津优维科技有限公司,7796864
联通四川产业互联网有限公司,5G+设备管理服务项目单一来源需求公示,期管理平台；设备效益分析；3D数字孪生可视化平台；RFID非接触盘点；,成都,2023-2-3,苏州阿基米德网络科技有限公司,0
联通智网科技股份有限公司,联通智网科技股份有限公司交通数字孪生服务招募项目招募结果公示,,北京,2023-5-10,亚信科技（中国）有限公,0
梁金梦,杏南二转油站三维建模及数字孪生平台功能开发结果公示,,株洲,7小时前,山东天元信息技术集团有限公司,128304
辽宁大唐国际锦州热电有限责任公司,12-30锦州热电-斗轮堆取料机基于5G数字孪生技术智慧控制系统及网络平台开发询价采购结果公告,,锦州,2022-12-26,辽宁工业大学,0
辽宁轨道交通职业学院,工业互联网实训基地项目结果公告,00.0000 货物类 名称：数字孪生数采控制（A02100111自动,沈阳,2022-9-20,大唐移动通信设备有限公司,3260900
辽宁机电职业技术学院,智慧物流数字孪生实训中心结果公告,,丹东,2022-10-24,中物联讯(北京)科技有限公司,452000
辽宁机电职业技术学院,智慧物流数字孪生实训中心成交公告,,辽宁,2022-10-24,中物联讯（北京）科技有限公司,452000
辽宁建筑职业学院,数字孪生实训室结果公告,,沈阳,2022-12-6,辽宁橙蓝信息技术有限公司,2780000
辽宁经济管理干部学院,辽宁经济管理干部学院智慧物流数字孪生实训中心中标公告(LNZC2022-0176),,辽宁,2022-9-7,中物联讯北京科技有限公司,2968000
辽宁经济管理干部学院,辽宁经济管理干部学院智慧物流数字孪生实训中心中标公告(LNZC2022-0176),,辽宁,2022-9-7,中物联讯北京科技有限公司,2968000
辽宁省河库管理服务中心（辽宁省水文局）,水文站数字孪生建设采购项目成交公告,,辽宁,2022-12-9,辽宁成信地理信息科技有限公司,469000
辽宁省交通高等专科学校,智能制造生产线建设（二期）项目结果公告,00.0000 货物类 名称：数字孪生系统（A02100112工业控制,沈阳,2022-9-8,沈阳卓雨科技有限公司,3994000
辽宁省沈抚改革创新示范区管理委员会市场监督管理局,智慧监管平台租赁及运维保障费（市场监管局非接触式检查平台建模）结果公告,平台。 4.2 平台建设 利用数字孪生技术、物联网技术以及地理空间信息,沈阳,2022-12-7,沈阳市勘察测绘研究院有限公司,348000
辽宁石化职业技术学院,汽提塔数字孪生系统结果公告,,锦州,2022-7-27,秦皇岛源道科技开发有限公司,793000
辽宁石化职业技术学院,汽提塔数字孪生系统中标（成交）结果公告,,锦州,2022-7-19,秦皇岛源道科技开发有限公司,793000
辽宁石化职业技术学院,汽提塔数字孪生系统结果公告,,锦州,2022-7-19,秦皇岛源道科技开发有限公司,793000
辽宁石化职业技术学院,汽提塔数字孪生系统结果公告,,锦州,2022-7-19,秦皇岛源道科技开发有限公司,7930
辽宁石油化工大学,辽宁石油化工大学中央支持地方高校建设专项5结果公告,：常减压实训装置MR混合 现实数字孪生系统 货物类 名称：常减压实训装,辽宁,2023-5-10,北京大鹏顺昌科技发展有限公司,1795500
辽宁现代服务职业技术学院,商管院虚拟仿真资源开发项目结果公告,发，采用虚拟仿真形式开展的基于数字孪生技术的智慧仓储出库作业虚拟仿真实,辽宁,2022-9-26,辽宁优势科技有限公司,388000
聊城产研创新发展有限公司,聊城产研创新发展有限公司数字孪生及工业互联网应用创新中心研发设备采购项目,,聊城,2023-5-26,西安威而信精密仪器有限公司,130520
聊城产研创新发展有限公司,聊城产研创新发展有限公司数字孪生平台研发设备采购包二：智能两通道清洗设备1套,,聊城,2023-2-9,无锡德美达自动化科技有限公司,297000
聊城产研创新发展有限公司,聊城产研创新发展有限公司数字孪生平台研发设备采购成交公告,,聊城,2023-2-9,无锡德美达自动化科技有限公司,297000
聊城产研创新发展有限公司,聊城产研创新发展有限公司数字孪生平台研发设备采购包一：数字化轴承合套铆压设备1套,,山东,2023-1-10,无锡新创轴承自动化设备有限公司,307000
聊城产研创新发展有限公司,聊城产研创新发展有限公司数字孪生平台研发设备采购包一：数字化轴承合套铆压设备1套,,聊城,2023-1-10,无锡新创轴承自动化设备有限公司,307000
聊城产研创新发展有限公司,聊城产研创新发展有限公司数字孪生平台研发设备采购成交公告,,聊城,2023-1-10,无锡新创轴承自动化设备有限公司,307000
聊城市位山灌区管理服务中心,《聊城市位山灌区数字孪生灌区先行先试建设实施方案》编制项目成交公告,,聊城,2023-5-8,中国灌溉排水发展中心,494000
六安职业技术学院,六安职业技术学院工业机器人大赛设备（第一包）成交结果公告,要标的信息 货物类 名称：工业数字孪生系统平台 品牌：栋梁 规格型号：,六安,2022-12-15,山东栋梁科技设备有限公司,2087900
栾川县森沃农林工程有限公司,栾川县小流域“两清一护”综合治理工程智慧水利部分（河南省栾川县数字孪生流域先行先试项目一期）中标公告,,洛阳,2023-3-8,河南森册智能科技有限公司,0
罗城仫佬族自治县产业发展投资有限公司,广西汉昌工程咨询有限公司关于罗城山泉区域公共品牌2022年度推广服务及产品溯源体系建设（项目编号：HCZC-2022-D3-020054-GXHC）单一来源采购公示,联网、区块链、5G富媒体和XR数字孪生等前沿技术，打造了“溯源中国公信,河池,2022-8-4,新华网股份有限公司,0
洛江区文化体育和旅游局,洛阳桥AR智慧旅游项目服务类采购项目结果公告(包1),洛阳桥景区 为洛阳桥景区进行数字孪生，生成AR空间地图，并在此基础上,泉州,2022-7-12,福建神旅科技有限公司,0
茂名职业技术学院,茂名职业技术学院数字孪生虚拟仿真与调试应用技术实训室建设项目（不含计算机、投影机、空调、防盗门、防盗网）结果公告,,广州,2023-2-23,广州沃图自动化科技有限公司,1266302
某单位,交互式水下数字孪生原型系统项目结果公示,,湖南,2023-4-26,航天宏图信息技术股份有限公司,0
南方电网电力科技股份有限公司,变电站三维数字化应用及智能管控系统采购成交公告,化应用及智能管控系统采购 基于数字孪生技术的物联网成套装置采购 1 航,广州,2023-5-9,航天信息股份有限公司,0
南方电网电力科技股份有限公司,输配电设备数字孪生系统及模型采购-标的1（二次招标）中标公告,,广州,2022-12-29,广州长川科技有限公司,0
南方电网调峰调频发电有限公司,调峰调频公司2022年8月技术服务类公开招标项目（储研院水下图像视觉、孪生数据和智能巡检仿真研究，锂离子电池状态监测、热管理和动态热仿真研究，电池储能体系研究）中标公示,足招标文件要求 2 抽水蓄能电站水下数字孪生数据管理及智能巡检虚拟仿真,广州,2022-9-15,天津津盾智能装备制造有限公司,1259800
南方电网科学研究院有限责任公司,南网科研院基于近距离测绘遥感原理的数字孪生技术及变电站全景智慧感知算法研究(二次招标)中标公告,,广州,2023-4-10,北京易达恩能科技有限公司,0
南方电网科学研究院有限责任公司,南网科研院基于近距离测绘遥感原理的数字孪生技术及变电站全景智慧感知算法研究(二次招标)中标公示,,广州,2023-4-4,北京易达恩能科技有限公司,1938800
南方电网科学研究院有限责任公司,南网科研院基于数字孪生的配电网电能质量扰动溯源技术研究项目中标公告,,广州,2022-12-23,湖南大学,0
南方电网科学研究院有限责任公司,南网科研院基于数字孪生的配电网电能质量扰动溯源技术研究项目中标公示,,广州,2022-12-19,湖南大学,1001200
南方电网数字电网科技广东有限公司,2023年南方电网数字电网科技（广东）有限公司变电站数字孪生模型处理及集成项目中标公示,,广州,2023-3-23,石家庄嘉诚联信科技开发有限公司,1878000
南京工程学院,南京工程学院数字孪生模型建构中心采购项目中标公告,,南京,2022-9-13,南京蓝桔信息科技有限公司,239200
南京华群能源集团有限公司科贸分公司,2022年7月第3批（服务单项竞谈）类项目中标结果公告,-001 城市综合能源智慧管控数字孪生技术服务 北京中神网盾科技有限公,南京,2022-8-19,北京中神网盾科技有限公司,200000
